,RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,SOS SEASON,ECR VS. ADP,Position
430,431,12,Gerrid Doaks,MIA,RB115,14,4,-,RB
431,432,12,Cedrick Wilson,DAL,WR146,7,1,-,WR
432,433,12,Bryce Love,FA,RB116,-,-,-,RB
433,434,12,Nick Boyle,BAL,TE60,8,4,-,TE
434,435,12,Trayveon Williams,CIN,RB117,10,3,-,RB
435,436,12,Kahale Warring,NE,TE61,14,5,-,TE
436,437,12,Mohamed Sanu,SF,WR147,6,5,-,WR
437,438,12,Darren Fells,DET,TE62,9,4,-,TE
438,439,12,Ryan Griffin,NYJ,TE63,6,3,-,TE
439,440,12,Hunter Long,MIA,TE64,14,4,-,TE
440,441,12,Dazz Newsome,CHI,WR148,10,3,-63,WR
441,442,12,Anthony Schwartz,CLE,WR149,13,1,-68,WR
442,443,12,Isaiah McKenzie,BUF,WR150,7,3,-,WR
443,444,12,Richie James Jr.,SF,WR151,6,5,-,WR
444,445,12,Mitchell Trubisky,BUF,QB44,7,1,-55,QB
445,446,12,Freddie Swain,SEA,WR152,9,1,-,WR
446,447,12,Alshon Jeffery,FA,WR153,-,-,-,WR
447,448,12,Ty Montgomery,NO,RB118,6,2,-73,RB
448,449,12,Chad Beebe,MIN,WR154,7,3,-56,WR
449,450,12,Tommy Tremble,CAR,TE65,13,4,-,TE
450,451,12,Kelvin Harmon,WAS,WR155,9,3,-,WR
451,452,12,Juwan Johnson,NO,WR156,6,4,-,WR
452,453,12,Marcus Mariota,LV,QB45,8,3,-102,QB
453,454,12,Devine Ozigbo,JAC,RB119,7,4,-,RB
454,455,12,Noah Gray,KC,TE66,12,3,-,TE
455,456,12,Frank Darby,ATL,WR157,6,4,-,WR
456,457,12,Kene Nwangwu,MIN,RB120,7,3,-,RB
457,458,12,Lil'Jordan Humphrey,NO,WR158,6,4,-,WR
458,459,12,Jeremy McNichols,TEN,RB121,13,3,-,RB
459,460,13,Nick Vannett,NO,TE67,6,4,-,TE
460,461,13,Marquise Goodwin,CHI,WR159,10,3,-111,WR
461,462,13,Equanimeous St. Brown,GB,WR160,13,1,-,WR
462,463,13,Tre' McKitty,LAC,TE68,7,3,-,TE
463,464,13,Brycen Hopkins,LAR,TE69,11,2,-,TE
464,465,13,Devonta Freeman,NO,RB122,6,2,-,RB
465,466,13,Simi Fehoko,DAL,WR161,7,1,-,WR
466,467,13,Richard Rodgers,PHI,TE70,14,3,-,TE
467,468,13,Braxton Berrios,NYJ,WR162,6,4,-,WR
468,469,13,D'Ernest Johnson,CLE,RB123,13,4,-,RB
469,470,13,Trey Burton,FA,TE71,-,-,-,TE
470,471,13,Patrick Ricard,BAL,RB124,8,4,-,RB
471,472,13,Chris Manhertz,JAC,TE72,7,4,-,TE
472,473,13,Tim Tebow,JAC,TE73,7,4,-212,TE
473,474,13,Adam Shaheen,MIA,TE74,14,4,-,TE
474,475,13,John Hightower,PHI,WR163,14,3,-,WR
475,476,13,Travis Homer,SEA,RB125,9,1,-,RB
476,477,13,Chase McLaughlin,CLE,K38,13,2,-,K3
477,478,13,J.J. Arcega-Whiteside,PHI,WR164,14,3,-,WR
478,479,13,Ross Dwelley,SF,TE75,6,4,-,TE
479,480,13,Raymond Calais,LAR,RB126,11,4,-,RB
480,481,13,Johnny Mundt,LAR,TE76,11,2,-,TE
481,482,13,Blake Bell,KC,TE77,12,3,-,TE
482,483,13,Pharaoh Brown,HOU,TE78,10,4,-,TE
483,484,13,Darrell Daniels,ARI,TE79,12,2,-,TE
484,485,13,Demetric Felton,CLE,WR165,13,1,-113,WR
485,486,13,Durham Smythe,MIA,TE80,14,4,-,TE
486,487,13,Frank Gore,FA,RB127,-,-,-,RB
487,488,13,Jakeem Grant Sr.,MIA,WR166,14,3,-,WR
488,489,13,Seth Williams,DEN,WR167,11,4,-,WR
489,490,13,Marcedes Lewis,GB,TE81,13,3,-,TE
490,491,13,Keith Smith,ATL,RB128,6,2,-,RB
491,492,13,D'Onta Foreman,ATL,RB129,6,2,-161,RB
492,493,13,Christian Blake,ATL,WR168,6,4,-,WR
493,494,13,Josh Oliver,BAL,TE82,8,4,-,TE
494,495,13,Alec Ingold,LV,RB130,8,2,-,RB
495,496,13,Cade Johnson,SEA,WR169,9,1,-,WR
496,497,13,Kalif Raymond,DET,WR170,9,1,-,WR
497,498,13,Cameron Batson,TEN,WR171,13,3,-,WR
498,499,13,Sage Surratt,DET,WR172,9,1,-,WR
499,500,13,Marquez Stevenson,BUF,WR173,7,3,-,WR
500,501,13,Phillip Dorsett II,JAC,WR174,7,5,-,WR
501,502,13,Gunner Olszewski,NE,WR175,14,4,-,WR
502,503,13,Javon Wims,CHI,WR176,10,3,-,WR
503,504,13,C.J. Ham,MIN,RB131,7,3,-,RB
504,505,13,Zay Jones,LV,WR177,8,1,-,WR
505,506,13,J.J. Taylor,NE,RB132,14,3,-,RB
506,507,13,Michael Burton,KC,RB133,12,4,-,RB
507,508,13,Jakob Johnson,NE,RB134,14,3,-,RB
508,509,13,Kenny Stills,BUF,WR178,7,3,-,WR
509,510,13,Ray-Ray McCloud,PIT,WR179,7,2,-,WR
510,511,13,Jaylen Samuels,PIT,RB135,7,5,-,RB
511,512,13,Ryan Izzo,HOU,TE83,10,4,-,TE
512,513,13,Antonio Callaway,KC,WR180,12,3,-,WR
513,514,13,Hunter Bryant,DET,TE84,9,4,-,TE
514,515,13,Ameer Abdullah,MIN,RB136,7,3,-180,RB
515,516,13,Mike Strachan,IND,WR181,14,5,-,WR
516,517,13,John Bates,WAS,TE85,9,3,-,TE
517,518,13,Lee Smith,ATL,TE86,6,2,-,TE
518,519,13,Kaden Smith,NYG,TE87,10,3,-,TE
519,520,13,Derek Carrier,LV,TE88,8,4,-,TE
520,521,13,Sam Ehlinger,IND,QB46,14,4,-,QB
521,522,13,Phillip Walker,CAR,QB47,13,4,-,QB
522,523,13,Kenny Yeboah,NYJ,TE89,6,3,-,TE
523,524,13,Alex Armah,NO,RB137,6,2,-,RB
524,525,13,Jonathan Ward,ARI,RB138,12,3,-,RB
525,526,13,Tommy Sweeney,BUF,TE90,7,2,-,TE
526,527,13,Corey Clement,NYG,RB139,10,2,-145,RB
527,528,13,Andrew Jacas,SF,K39,6,4,-,K3
528,529,13,KeeSean Johnson,ARI,WR182,12,2,-,WR
529,530,13,Devin Asiasi,NE,TE91,14,5,-,TE
530,531,13,Jaeden Graham,ATL,TE92,6,2,-,TE
531,532,13,Dedrick Mills,DET,RB140,9,0,-,RB
532,533,13,Jamal Agnew,JAC,WR183,7,5,-,WR
533,534,13,Antony Auclair,HOU,TE93,10,4,-,TE
534,535,13,Trenton Cannon,CAR,RB141,13,2,-,RB
535,536,13,Trent Sherfield,SF,WR184,6,5,-,WR
536,537,13,K.J. Osborn,MIN,WR185,7,3,-,WR
537,538,13,Jaelon Darden,TB,WR186,9,2,-,WR
538,539,13,Khari Blasingame,TEN,RB142,13,3,-,RB
539,540,13,Aldrick Rosas,NO,K40,6,4,-,K4
540,541,13,Alex Erickson,HOU,WR187,10,3,-,WR
541,542,13,Tajae Sharpe,ATL,WR188,6,4,-,WR
542,543,13,LeSean McCoy,FA,RB143,-,-,-,RB
543,544,13,Ashton Dulin,IND,WR189,14,5,-,WR
544,545,13,Stephen Anderson,LAC,TE94,7,3,-198,TE
545,546,13,Jauan Jennings,SF,WR190,6,5,-,WR
546,547,13,Farrod Green,IND,TE95,14,4,-,TE
547,548,13,Theo Riddick,LV,RB144,8,2,-,RB
548,549,13,Garrett Gilbert,DAL,QB48,7,2,-,QB
549,550,13,Riley Ridley,CHI,WR191,10,3,-,WR
550,551,13,Jared Pinkney,TEN,TE96,13,2,-,TE
551,552,13,Ben Skowronek,LAR,WR192,11,5,-,WR
552,553,13,Quinn Nordin,NE,K41,14,4,-,K4
553,554,13,Jeremy Sprinkle,DAL,TE97,7,2,-,TE
554,555,13,Chris Hogan,NO,WR193,6,4,-,WR
555,556,13,Luke Farrell,JAC,TE98,7,4,-,TE
556,557,13,Zach Davidson,MIN,TE99,7,2,-,TE
557,558,13,Garrett Griffin,NO,TE100,6,4,-,TE
558,559,13,K.J. Hill Jr.,LAC,WR194,7,3,-,WR
559,560,13,Kawaan Baker,NO,WR195,6,4,-,WR
560,561,13,Isaiah Coulter,CHI,WR196,10,3,-,WR
561,562,13,Otis Anderson Jr.,LAR,RB145,11,4,-,RB
562,563,13,Brandon Bolden,NE,RB146,14,3,-,RB
563,564,13,Dalton Keene,NE,TE101,14,5,-,TE
564,565,14,Andre Roberts,HOU,WR197,10,3,-,WR
565,566,14,Antonio Williams,BUF,RB147,7,3,-,RB
566,567,14,KhaDarel Hodge,CLE,WR198,13,1,-,WR
567,568,14,Sammis Reyes,WAS,TE102,9,3,-,TE
568,569,14,Diontae Spencer,DEN,WR199,11,4,-,WR
569,570,14,Mike Thomas,CIN,WR200,10,2,-,WR
570,571,14,Ricky Seals-Jones,WAS,TE103,9,3,-,TE
571,572,14,Jordan Thomas,IND,TE104,14,4,-,TE
572,573,14,Brandon Powell,BUF,WR201,7,3,-,WR
573,574,14,Joe Reed,LAC,WR202,7,3,-,WR
574,575,14,James Proche,BAL,WR203,8,2,-,WR
575,576,14,Reggie Gilliam,BUF,RB148,7,3,-,RB
576,577,14,JaMycal Hasty,SF,RB149,6,3,-,RB
577,578,14,Zach Gentry,PIT,TE105,7,5,-,TE
578,579,14,C.J. Board,NYG,WR204,10,3,-,WR
579,580,14,Chester Rogers,TEN,WR205,13,3,-,WR
580,581,14,Kellen Mond,MIN,QB49,7,3,-,QB
581,582,14,Marvin Hall,NE,WR206,14,4,-,WR
582,583,14,Marcus Kemp,KC,WR207,12,3,-,WR
583,584,14,Penny Hart,SEA,WR208,9,1,-,WR
584,585,14,MyCole Pruitt,SF,TE106,6,4,-,TE
585,586,14,Charlie Woerner,SF,TE107,6,4,-,TE
586,587,14,Ross Travis,ARI,TE108,12,2,-,TE
587,588,14,Pharoh Cooper,JAC,WR209,7,5,-,WR
588,589,14,Justin Watson,TB,WR210,9,2,-,WR
589,590,14,Trishton Jackson,LAR,WR211,11,5,-,WR
590,591,14,Kendall Blanton,LAR,TE109,11,2,-,TE
591,592,14,Ben Mason,BAL,RB150,8,4,-,RB
592,593,14,Connor Wedington,SEA,WR212,9,1,-,WR
593,594,14,Damion Ratley,DET,WR213,9,1,-,WR
594,595,14,Cethan Carter,MIA,TE110,14,4,-,TE
595,596,14,Aaron Fuller,SEA,WR214,9,1,-,WR
596,597,14,Colby Parkinson,SEA,TE111,9,1,-,TE
597,598,14,Geronimo Allison,DET,WR215,9,1,-,WR
598,599,14,Andy Janovich,CLE,RB151,13,4,-,RB
599,600,14,Chris Moore,HOU,WR216,10,3,-,WR
600,601,14,Cody Thompson,SEA,WR217,9,1,-,WR
601,602,14,Chris Naggar,NYJ,K42,6,5,-,K4
602,603,14,Eric Saubert,DEN,TE112,11,4,-,TE
603,604,14,Racey McMath,TEN,WR218,13,3,-,WR
604,605,14,Brandon Dillon,MIN,TE113,7,2,-,TE
605,606,14,Nick Keizer,KC,TE114,12,3,-,TE
606,607,14,Daurice Fountain,KC,WR219,12,3,-,WR
607,608,14,Matt Bushman,LV,TE115,8,4,-,TE
608,609,14,Josiah Deguara,GB,TE116,13,3,-,TE
609,610,14,Alex Ellis,LV,TE117,8,4,-,TE
610,611,14,Nick Bowers,LV,TE118,8,4,-,TE
611,612,14,Shi Smith,CAR,WR220,13,5,-248,WR
612,613,14,Noah Brown,DAL,WR221,7,1,-,WR
613,614,14,Devin Smith,NE,WR222,14,4,-234,WR
614,615,14,Dalton Schoen,KC,WR223,12,3,-,WR
615,616,14,Isaiah Zuber,NE,WR224,14,4,-,WR
616,617,14,Pooka Williams Jr.,CIN,RB152,10,3,-345,RB
617,618,14,Dontrell Hilliard,HOU,RB153,10,4,-,RB
618,619,14,Taywan Taylor,HOU,WR225,10,3,-,WR
619,620,14,Ben Ellefson,JAC,TE119,7,4,-,TE
620,621,14,Maurice Ffrench,KC,WR226,12,3,-,WR
621,622,14,Travis Benjamin,SF,WR227,6,5,-,WR
622,623,14,Dax Milne,WAS,WR228,9,3,-,WR
623,624,14,Kyle Trask,TB,QB50,9,2,-,QB
624,625,14,Isaiah Wright,WAS,WR229,9,3,-,WR
625,626,14,Kevin White,NO,WR230,6,4,-,WR
626,627,14,Marcus Johnson,TEN,WR231,13,3,-,WR
627,628,14,J.J. Koski,LAR,WR232,11,5,-,WR
628,629,14,T.J. Yeldon,FA,RB154,-,-,-,RB
629,630,14,Alize Mack,DET,TE120,9,4,-,TE
630,631,14,Antonio Nunn,ATL,WR233,6,4,-,WR
631,632,14,Chris Rowland,ATL,WR234,6,4,-,WR
632,633,14,Jeremiah Haydel,LAR,WR235,11,5,-,WR
633,634,14,Juwan Green,ATL,WR236,6,4,-,WR
634,635,14,DaeSean Hamilton,DEN,WR237,11,4,-,WR
635,636,14,Stephen Sullivan,CAR,TE121,13,4,-,TE
636,637,14,Austin Trammell,ATL,WR238,6,4,-,WR
637,638,14,Rico Dowdle,DAL,RB155,7,2,-,RB
638,639,14,Brock Wright,DET,TE122,9,4,-,TE
639,640,14,Whop Philyor,MIN,WR239,7,3,-,WR
640,641,14,Dan Chisena,MIN,WR240,7,3,-,WR
641,642,14,Myron Mitchell,MIN,WR241,7,3,-,WR
642,643,14,Patrick Laird,MIA,RB156,14,4,-,RB
643,644,14,Austin Proehl,LAC,WR242,7,3,-,WR
644,645,14,Austin Fort,DEN,TE123,11,4,-,TE
645,646,14,Thaddeus Moss,CIN,TE124,10,2,-,TE
646,647,14,Lamar Miller,WAS,RB157,9,3,-,RB
647,648,14,Mitchell Wilcox,CIN,TE125,10,2,-,TE
648,649,14,Rodney Smith,CAR,RB158,13,2,-,RB
649,650,14,John Hurst,LAC,WR243,7,3,-,WR
650,651,14,Reggie Bonnafon,CAR,RB159,13,2,-,RB
651,652,14,Easop Winston Jr.,NO,WR244,6,4,-265,WR
652,653,14,Chad Henne,KC,QB51,12,4,-,QB
653,654,14,Gary Brightwell,NYG,RB160,10,2,-,RB
654,655,14,Shane Zylstra,MIN,TE126,7,2,-,TE
655,656,14,Jacques Patrick,CIN,RB161,10,3,-,RB
656,657,14,Mason Schreck,CIN,TE127,10,2,-,TE
657,658,14,Trenton Irwin,CIN,WR245,10,2,-,WR
658,659,14,Blake Proehl,MIN,WR246,7,3,-,WR
659,660,14,Trent Taylor,CIN,WR247,10,2,-,WR
660,661,14,Trevon Wesco,NYJ,TE128,6,3,-,TE
661,662,14,Tyler Mabry,SEA,TE129,9,1,-,TE
662,663,14,J.P. Holtz,CHI,TE130,10,1,-,TE
663,664,14,Ethan Wolf,NO,TE131,6,4,-,TE
664,665,14,Chad Williams,KC,WR248,12,3,-,WR
665,666,14,Marcell Ateman,LV,WR249,8,1,-,WR
666,667,14,Temarrick Hemingway,WAS,TE132,9,3,-,TE
667,668,14,Caleb Huntley,ATL,RB162,6,2,-,RB
668,669,14,Jacoby Brissett,MIA,QB52,14,4,-,QB
669,670,14,Jordan Franks,CLE,TE133,13,2,-,TE
670,671,14,Lawrence Cager,NYJ,WR250,6,4,-,WR
671,672,14,Deon Cain,BAL,WR251,8,2,-,WR
672,673,14,Jason Moore,LAC,WR252,7,3,-,WR
673,674,14,Johnny Stanton,CLE,RB163,13,4,-,RB
674,675,14,DeAndre Carter,WAS,WR253,9,3,-,WR
675,676,14,Kevin Rader,PIT,TE134,7,5,-,TE
676,677,14,Daniel Brown,NYJ,TE135,6,3,-,TE
677,678,14,Tony Poljan,BAL,TE136,8,4,-,TE
678,679,14,Malik Turner,DAL,WR254,7,1,-,WR
679,680,14,Mike Glennon,NYG,QB53,10,4,-,QB
680,681,14,Kendall Hinton,DEN,WR255,11,4,-,WR
681,682,14,Tyrone Swoopes,WAS,TE137,9,3,-,TE
682,683,14,Jack Stoll,PHI,TE138,14,3,-,TE
683,684,14,John Raine,ATL,TE139,6,2,-,TE
684,685,14,Tony Brooks-James,PIT,RB164,7,5,-,RB
685,686,15,Colin Thompson,CAR,TE140,13,4,-,TE
686,687,15,Mekhi Sargent,TEN,RB165,13,3,-,RB
687,688,15,Fred Brown,TEN,WR256,13,3,-,WR
688,689,15,Derek Watt,PIT,RB166,7,5,-,RB
689,690,15,J.J. Nelson,IND,WR257,14,5,-,WR
690,691,15,Chase Daniel,LAC,QB54,7,2,-,QB
691,692,15,Giovanni Ricci,CAR,TE141,13,4,-,TE
692,693,15,Dominique Dafney,GB,TE142,13,3,-,TE
693,694,15,T.J. Vasher,DAL,WR258,7,1,-,WR
694,695,15,DJ Turner,LV,WR259,8,1,-,WR
695,696,15,Jalen Camp,JAC,WR260,7,5,-,WR
696,697,15,Jarrett Stidham,NE,QB55,14,5,-,QB
697,698,15,Dillon Stoner,LV,WR261,8,1,-,WR
698,699,15,Brandon Smith,DAL,WR262,7,1,-,WR
699,700,15,Aaron Parker,DAL,WR263,7,1,-,WR
700,701,15,Osirus Mitchell,DAL,WR264,7,1,-,WR
701,702,15,Johnnie Dixon,DAL,WR265,7,1,-,WR
702,703,15,Keelan Doss,LV,WR266,8,1,-,WR
703,704,15,Jaylon Moore,BAL,WR267,8,2,-,WR
704,705,15,Stephen Guidry,DAL,WR268,7,1,-,WR
705,706,15,Tre Nixon,NE,WR269,14,4,-,WR
706,707,15,Dante Pettis,NYG,WR270,10,3,-,WR
707,708,15,Malcolm Perry,MIA,WR271,14,3,-,WR
708,709,15,Devin Gray,BAL,WR272,8,2,-,WR
709,710,15,Nate Becker,BUF,TE143,7,2,-,TE
710,711,15,Brandon Allen,CIN,QB56,10,2,-,QB
711,712,15,Brandon Zylstra,CAR,WR273,13,5,-,WR
712,713,15,Mason Rudolph,PIT,QB57,7,4,-,QB
713,714,15,Dwayne Haskins,PIT,QB58,7,4,-,QB
714,715,15,Tyrie Cleveland,DEN,WR274,11,4,-,WR
715,716,15,Isaiah Hodgins,BUF,WR275,7,3,-,WR
716,717,15,Andre Baccellia,ARI,WR276,12,2,-,WR
717,718,15,A.J. Richardson,ARI,WR277,12,2,-,WR
718,719,15,Noah Togiai,IND,TE144,14,4,-,TE
719,720,15,Antoine Wesley,ARI,WR278,12,2,-,WR
720,721,15,Jeff Smith,NYJ,WR279,6,4,-,WR
721,722,15,Jesper Horsted,CHI,TE145,10,1,-,TE
722,723,15,Joe Flacco,PHI,QB59,14,4,-,QB
723,724,15,Lance Lenoir Jr.,BUF,WR280,7,3,-,WR
724,725,15,Tanner Gentry,BUF,WR281,7,3,-,WR
725,726,15,Anthony Johnson,PIT,WR282,7,2,-,WR
726,727,15,Colt McCoy,ARI,QB60,12,2,-,QB
727,728,15,John Wolford,LAR,QB61,11,4,-,QB
728,729,15,Case Keenum,CLE,QB62,13,3,-,QB
729,730,15,Jake Kumerow,BUF,WR283,7,3,-,WR
730,731,15,Jaydon Mickens,TB,WR284,9,2,-,WR
731,732,15,Trace McSorley,BAL,QB63,8,2,-,QB
732,733,15,Scooter Harrington,CHI,TE146,10,1,-,TE
733,734,15,James Morgan,NYJ,QB64,6,3,-,QB
734,735,15,Josh Malone,NYJ,WR285,6,4,-,WR
735,736,15,Mason Kinsey,TEN,WR286,13,3,-,WR
736,737,15,Matt LaCosse,NE,TE147,14,5,-,TE
737,738,15,Josh Adams,NYJ,RB167,6,4,-,RB
738,739,15,Nick Westbrook-Ikhine,TEN,WR287,13,3,-,WR
739,740,15,Cody White,PIT,WR288,7,2,-,WR
740,741,15,Tanner Hudson,TB,TE148,9,3,-,TE
741,742,15,Josh Hammond,JAC,WR289,7,5,-,WR
742,743,15,Rico Bussey,PIT,WR290,7,2,-,WR
743,744,15,River Cracraft,SF,WR291,6,5,-,WR
744,745,15,Tyler Simmons,PIT,WR292,7,2,-,WR
745,746,15,Branden Mack,DEN,WR293,11,4,-,WR
746,747,15,Victor Bolden Jr.,DET,WR294,9,1,-,WR
747,748,15,Juwann Winfree,GB,WR295,13,1,-,WR
748,749,15,Nick Eubanks,DAL,TE149,7,2,-,TE
749,750,15,Trinity Benson,DEN,WR296,11,4,-,WR
750,751,15,Reggie Begelton,GB,WR297,13,1,-,WR
751,752,15,Dezmon Patmon,IND,WR298,14,5,-,WR
752,753,15,Malik Taylor,GB,WR299,13,1,-,WR
753,754,15,Nakia Griffin-Stewart,NYG,TE150,10,3,-,TE
754,755,15,Rodney Adams,CHI,WR300,10,3,-,WR
755,756,15,Tyler Vaughns,IND,WR301,14,5,-,WR
756,757,15,Chris Lacy,CHI,WR302,10,3,-,WR
757,758,15,Tarik Black,IND,WR303,14,5,-,WR
758,759,15,Tom Kennedy,DET,WR304,9,1,-,WR
759,760,15,Artayvious Lynn,DAL,TE151,7,2,-,TE
760,761,15,Cole Hikutini,NYG,TE152,10,3,-,TE
761,762,15,Sean McKeon,DAL,TE153,7,2,-,TE
762,763,15,Javon McKinley,DET,WR305,9,1,-,WR
763,764,15,Mack Hollins,MIA,WR306,14,3,-,WR
764,765,15,Trey Ragas,LV,RB168,8,2,-,RB
765,766,15,Scotty Washington,CIN,WR307,10,2,-,WR
766,767,15,Chris Myarick,MIA,TE154,14,4,-,TE
767,768,15,Hunter Kampmoyer,LAC,TE155,7,3,-,TE
768,769,15,Kabion Ento,GB,WR308,13,1,-,WR
769,770,15,Chris Blair,GB,WR309,13,1,-,WR
770,771,15,Feleipe Franks,ATL,QB65,6,3,-,QB
771,772,15,DeMichael Harris,IND,WR310,14,5,-,WR
772,773,15,Easton Stick,LAC,QB66,7,2,-,QB
773,774,16,Nick Foles,CHI,QB67,10,2,-,QB
774,775,16,Shaun Beyer,DEN,TE156,11,4,-,TE
775,776,16,Travis Jonsen,TB,WR311,9,2,-,WR
776,777,16,Stanley Morgan Jr.,CIN,WR312,10,2,-,WR
777,778,16,D.J. Montgomery,NYJ,WR313,6,4,-,WR
778,779,16,Manasseh Bailey,NYJ,WR314,6,4,-,WR
779,780,16,Cyril Grayson Jr.,TB,WR315,9,2,-,WR
780,781,16,Kristian Wilkerson,NE,WR316,14,4,-,WR
781,782,16,Vyncint Smith,NYJ,WR317,6,4,-,WR
782,783,16,David Sills V,NYG,WR318,10,3,-,WR
783,784,16,C.J. Saunders,CAR,WR319,13,5,-,WR
784,785,16,Ishmael Hyman,CAR,WR320,13,5,-,WR
785,786,16,Omar Bayless,CAR,WR321,13,5,-,WR
786,787,16,Austin Mack,NYG,WR322,10,3,-,WR
787,788,16,Keith Kirkwood,CAR,WR323,13,5,-,WR
788,789,16,Matthew Slater,NE,WR324,14,4,-,WR
789,790,16,Kyle Allen,WAS,QB68,9,4,-,QB
790,791,16,Alex Bachman,NYG,WR325,10,3,-,WR
